GEOID,NAMELSAD,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,county_id,STNAME
39163,Vinton County,2024052359.458239,2019724050.18149,2016505927.6204064,2026261232.6508353,2031222220.52912,2021281546.5426636,2025478306.3259597,2044551990.0503836,2056573214.4216707,2047186041.1340857,39163,Ohio
48309,McLennan County,35621660610.69075,35903991388.92136,36509113598.26347,36775658933.692825,37390172784.041176,37923209594.06953,38505086097.827545,39326759043.59946,39769698350.18113,40149409509.663925,48309,Texas
16037,Custer County,657873638.952596,652862968.3882618,659966806.5058239,643535571.5214447,635352779.3509707,627150420.2275395,635236784.137246,646248469.5656885,664924774.5372461,675094212.2654628,16037,Idaho
19089,Howard County,1444694738.9255078,1440978010.6900227,1456289130.6950793,1437711777.4179685,1438154536.6093001,1438938621.2316027,1439859674.524605,1442376572.0971558,1434985889.8954403,1432795549.4616702,19089,Iowa
12099,Palm Beach County,199856334201.69754,201785225808.71512,206658836362.3238,209657339608.88776,215062917946.73553,220059805102.63477,225675489161.8239,229796265957.70078,232000232933.3396,234173989360.96796,12099,Florida
13181,Lincoln County,1203408974.6275396,1188286077.9543114,1184188187.1299324,1178012807.1353498,1175371889.0026186,1193115433.6036117,1221788672.7223477,1227793948.4662755,1239889138.4018056,1239263326.8493001,13181,Georgia
01013,Butler County,3160571726.0857787,3149743051.6507444,3152649385.365237,3100546767.78474,3125560490.2873135,3115202456.917382,3112722459.391422,3108244150.597923,3071326646.8095713,3042695768.2824383,01013,Alabama
47165,Sumner County,24342079602.961628,24707655645.269524,25313776513.832237,25703953097.40352,26488767653.92361,27089375357.677647,27893800923.824837,28718750610.281174,29333351994.82077,29926777799.48425,47165,Tennessee
51097,King and Queen County,1053322585.5711061,1054694464.7696614,1069033359.5561174,1070629948.4554402,1088956530.339684,1094693453.3905191,1097198892.0920992,1093855632.0411737,1102210596.8505642,1099081539.088036,51097,Virginia
05015,Carroll County,4160292029.851016,4146019488.96,4213141459.6973367,4233017057.5508804,4264490315.2274494,4288386280.7133183,4312890683.290294,4354948876.5291195,4395856797.687765,4440132965.027539,05015,Arkansas
51820,Waynesboro city,3169782259.015801,3185518432.8086686,3213048473.735079,3224075134.2945375,3275941666.038826,3328424329.2785554,3384144640.66456,3476144730.3700223,3525040022.376163,3540528858.3006773,51820,Virginia
02220,Sitka City and Borough,1340962999.2054179,1341048465.008397,1375299444.0173361,1366732469.4111059,1358966085.1655078,1356276518.5408578,1358821877.1358917,1350479570.8626635,1338298005.0333183,1328754378.8576071,02220,Alaska
41051,Multnomah County,111323030762.54628,113174286160.77509,115947641870.14429,116755173659.04758,119694497587.16748,122063032565.43929,124933841297.85645,126262259935.9314,126581651102.21147,127173512377.99368,41051,Oregon
47061,Grundy County,2072369909.255079,2051121853.0542662,2071719235.675666,2048499384.9448307,2051211538.3693001,2060681240.348533,2064986176.8379233,2083623844.3167496,2088333150.7113318,2100692928.8733184,47061,Tennessee
27057,Hubbard County,3084320592.812641,3096910210.278284,3119704428.072596,3152486561.8412642,3172766033.186817,3189984620.846953,3219891446.725057,3276565698.7774262,3331038441.0994134,3362329018.724695,27057,Minnesota
38081,Sargent County,575582811.9548532,572406098.526772,593771846.0196841,590834196.9069074,602754814.8731376,597330259.8176072,603972681.8817155,603582004.7068172,602500072.1748081,609853357.9167494,38081,North Dakota
36089,St. Lawrence County,16882755868.388264,16948322659.35928,17136716095.438374,17048894687.8028,17134997016.586185,17049715341.529573,17024003620.724152,16988285947.598736,16948072012.069706,16856234166.739502,36089,New York
29179,Reynolds County,1008024882.6365688,990993153.172009,998720279.4083973,983048184.2838825,984089493.670429,972168131.0844244,987230134.4072235,978359230.8297969,982837043.2101129,980959608.552596,29179,Missouri
06067,Sacramento County,214617949634.00455,216422941888.39368,220373089973.08826,221976514399.20325,226789113083.7356,230785483316.81445,235023144650.63297,238697928371.49835,240741255792.9622,242823956639.70096,06067,California
39125,Paulding County,2952957254.302483,2923769441.551964,2935761749.85535,2915787324.4106545,2917671584.7494354,2929328607.3155756,2930270758.168849,2943048350.759729,2932240029.265192,2921288327.0963435,39125,Ohio
18179,Wells County,4179770042.112867,4187078154.2551694,4225953387.533363,4221441033.069074,4276791433.8983297,4303219106.616704,4334200046.519188,4369483606.316208,4393666457.253995,4426990922.424921,18179,Indiana
51063,Floyd County,2319997351.963883,2324645020.388262,2353581648.0682616,2358158039.8331375,2387339606.051106,2402299761.935891,2438444433.1340857,2462777118.1175623,2470391103.516027,2463976535.102844,51063,Virginia
06083,Santa Barbara County,64055632712.072235,64222545315.53553,65538959276.34528,66196734418.64885,67509308085.70834,68328185066.96343,69113886548.37021,69594474244.41643,69743568468.99142,69856058095.5543,06083,California
54005,Boone County,3715619579.376975,3685015210.2414446,3715154026.546998,3669142812.397653,3646666629.9824834,3592634040.682619,3547775663.4148984,3495993232.3373365,3434610253.039097,3357009620.528397,54005,West Virginia
28009,Benton County,1312727431.0428894,1315537750.1742666,1318408383.507359,1293620735.841806,1275472242.1869073,1260017658.7720091,1282761449.2604969,1290152627.8753948,1289641156.8260045,1292144403.0360272,28009,Mississippi
21055,Crittenden County,1403775813.9413092,1396145571.011106,1406261602.9544017,1397957272.2896614,1410784547.5665915,1416534873.7733634,1420261282.0659142,1406430466.1720994,1391804892.7725506,1377724132.8411736,21055,Kentucky
19147,Palo Alto County,1419026040.595937,1411995423.4228444,1415260457.0297065,1395824846.7272234,1402327528.4803612,1412208632.884876,1405173630.728668,1414713699.276569,1392900062.9894357,1390240363.8912866,19147,Iowa
19159,Ringgold County,772023850.3476299,762151474.5415802,766732871.8060496,757163390.7770655,762823121.5779685,768989317.9286681,775380844.4966141,785187983.3368847,772877267.3444697,765680434.4906547,19159,Iowa
37151,Randolph County,21438647837.2009,21413603461.18429,21699440157.518734,21675801209.958282,21907369768.937607,22029064095.57562,22252263666.07314,22354883274.792595,22411719771.220226,22477117078.457066,37151,North Carolina
24015,Cecil County,15275140391.241533,15331637713.361986,15519667774.991241,15519031662.865192,15713910282.13273,15818899808.754852,15941114665.982843,16002893783.000992,16058950248.847313,16091961808.241985,24015,Maryland
18171,Warren County,1286605755.6839728,1278554761.213544,1279972599.9992776,1274733538.0030699,1282237857.4558916,1277786148.13544,1270006939.8826184,1282181969.6050565,1295429913.6866815,1293083120.3647857,18171,Indiana
31077,Greeley County,384426505.5711061,382660722.5119639,375816549.85679454,378200905.109526,381795970.7474492,376228448.69525963,373302713.4988713,369307166.5256885,368446551.53769755,368603004.4258239,31077,Nebraska
31095,Jefferson County,1135764404.911964,1139830814.8669977,1149107908.5312867,1144198630.3595486,1122477078.717833,1115706623.420316,1116952827.3480814,1121518504.8617609,1110502599.9212642,1102367049.7386909,31095,Nebraska
31151,Saline County,2147413103.7832956,2162523672.862483,2198770853.3829346,2177968079.807133,2198363670.4697065,2193404130.463206,2213062919.8591423,2245068746.145373,2242908604.180226,2225385880.7100677,31151,Nebraska
21119,Knott County,2469479771.6478558,2462312309.907359,2459737621.566772,2451070867.91079,2451612951.106456,2422694897.5530477,2409669015.635215,2382445385.745914,2358683741.3937697,2316441461.5996385,21119,Kentucky
19045,Clinton County,7413120077.580135,7411994791.6301565,7428020208.837563,7353974184.290383,7364525984.272687,7348120149.096162,7349086086.414447,7325816387.526501,7265202765.92614,7263951142.821129,19045,Iowa
27063,Jackson County,1550842356.13544,1538945193.6920993,1572206573.0210383,1565961943.3874493,1579463637.3410382,1559918857.506095,1550450603.3986459,1557404111.057336,1548101328.0108352,1540435136.492641,27063,Minnesota
27039,Dodge County,3043099683.142212,3049209702.06772,3091182636.342393,3097195813.3294806,3134325037.3403163,3153520590.501128,3194849056.361173,3234524383.5868177,3249057127.7211733,3275184760.038285,27039,Minnesota
27047,Freeborn County,4711565074.564334,4689895853.145643,4732177060.006862,4710071119.090565,4727012377.252551,4715911585.657788,4736122634.719639,4779581788.695982,4768684030.093002,4737549905.355847,27047,Minnesota
06009,Calaveras County,6865319856.758465,6816946046.800902,6835316023.47088,6801675963.618961,6868790901.836207,6947479341.101581,7049510658.831603,7139365498.967404,7149584081.600722,7181969829.442889,06009,California
25001,Barnstable County,32599095886.21219,32508198247.45029,32760099476.72126,32674547628.789886,32949930235.803524,33045836518.109257,33217564246.710606,33380022824.258602,33398154481.23305,33322900642.04424,25001,Massachusetts
51119,Middlesex County,1657895927.4040632,1638421886.4476748,1654874012.1534986,1642119999.188804,1638662770.94465,1651078933.3706546,1671929528.08307,1660553806.3205419,1679208848.2607677,1655584462.1536794,51119,Virginia
42065,Jefferson County,6819267192.108352,6780868763.69228,6833943316.917021,6835947088.72957,6853568267.480992,6851529498.539051,6848704907.528668,6848202040.974447,6823536262.745282,6793966666.88939,42065,Pennsylvania
18089,Lake County,74884199590.91647,74713789053.32803,75253298512.11197,74898706190.6232,75502267470.07965,75385983550.72144,75608109420.87224,75737038597.34032,75792037123.95845,75956782015.15558,18089,Indiana
47003,Bedford County,6806432842.943566,6830078781.656343,6902273598.709165,6940283625.177426,7111737995.586094,7253869901.168397,7379261389.08894,7534772664.143024,7689033639.860586,7777742427.428261,47003,Tennessee
47027,Clay County,1184383939.3950338,1168511500.1834764,1174731764.203341,1171006266.0016253,1171681553.4013546,1183999426.017156,1190524570.4668174,1197630476.972641,1201088822.1464558,1191388743.0826185,47027,Tennessee
17029,Coles County,8133353554.239279,8094595102.162348,8132218670.967767,8080826668.858511,8076145699.383116,8062104404.299774,8054472672.130023,8025827728.56271,7952343850.577336,7919801649.847042,17029,Illinois
47097,Lauderdale County,4185658743.494357,4181492968.167224,4223970589.177788,4199812145.2214894,4206521293.4909253,4156744950.8207674,3938343627.4130926,4078007573.4891195,4067305732.6223025,4010356881.3442893,47097,Tennessee
41001,Baker County,2432335655.241535,2424423615.0945373,2439299546.2093005,2439494843.4289846,2462530193.9268622,2453905635.3914223,2484174015.537698,2513570528.6638374,2508565608.2188716,2522646368.150248,41001,Oregon
36097,Schuyler County,2768293618.672686,2779460309.117472,2821369537.0336795,2799874763.4809933,2794814162.024018,2785326589.170203,2794637438.9309254,2799576501.8936343,2798003451.2527313,2785956578.8669972,36097,New York
26159,Van Buren County,11497915935.873589,11462613264.169027,11484673121.394854,11472144893.692823,11567049414.195578,11597415753.209934,11707239723.716478,11768911367.28054,11809220448.669617,11839885214.742392,26159,Michigan
17131,Mercer County,2477633358.176072,2462916113.8087583,2465228447.7822123,2448481494.0135436,2445001099.8208575,2432892465.361625,2426778723.337246,2439334005.5577426,2432998863.253815,2415163234.007404,17131,Illinois
21127,Lawrence County,2395644515.8645597,2406309498.0525513,2423742205.265553,2421978490.5946727,2441464528.2029796,2450660954.7250566,2463642366.2952595,2462464543.283431,2438005355.67386,2396388887.4322343,21127,Kentucky
21175,Morgan County,2072520901.5981944,2070896430.8251014,2063788042.2533634,2035247883.2353952,2051672830.3194585,2049865638.1273136,2062497492.0812643,2067682527.7760723,2092088020.0263658,2082231488.0744019,21175,Kentucky
21177,Muhlenberg County,4779964605.995485,4759182350.831243,4786475230.359549,4770997563.7316475,4813120207.948713,4827621305.742664,4845158135.620768,4833188372.749435,4820469936.062844,4790900340.206952,21177,Kentucky
17049,Effingham County,5167561950.772009,5173089925.240632,5227419080.04948,5211800390.7098875,5246734641.097246,5284503245.287584,5314897383.440181,5332995532.524786,5347716169.048849,5320649819.40298,17049,Illinois
47105,Loudon County,7354837033.137697,7424976575.510248,7599150959.218781,7674599599.214086,7778304863.564425,7866960038.508351,7990700125.240631,8167580415.841083,8304832207.526141,8459094755.2187805,47105,Tennessee
46025,Clark County,558369684.8397292,542819707.3581941,548167483.8414447,552145904.5598193,561084775.3755305,563801892.9318285,565709153.7480813,574981407.3838375,582943461.1590067,584507990.0402709,46025,South Dakota
15003,Honolulu County,144391712835.8465,146020312691.0584,149166530381.75568,150192672690.85544,151828709891.10828,153127914282.4307,154340140382.54086,154154562684.7704,153301614053.76868,152473196011.1393,15003,Hawaii
12041,Gilchrist County,2566869832.9571104,2565260875.095982,2577180293.3970203,2582824304.4471326,2612603841.7116027,2685050505.7191877,2740975173.865463,2797544765.471783,2860584606.503296,2907207567.1649656,12041,Florida
18157,Tippecanoe County,26137378562.600452,26546389476.006504,27320520972.625195,27714373454.447678,28359152747.83097,28850309907.89526,29598549982.13634,29881997855.499413,30323229417.99657,30622836698.758644,18157,Indiana
42109,Snyder County,5995603960.41535,6005131701.369209,6082920309.005147,6111379345.835485,6186540107.552506,6258989005.4194145,6287506494.902031,6344331408.355394,6339158121.105914,6316315999.439458,42109,Pennsylvania
48277,Lamar County,7522438533.995486,7526566581.920722,7573679626.497156,7477502550.800181,7597632183.085868,7628553263.832054,7703723664.238375,7746854689.100858,7780245673.638285,7800584549.094718,48277,Texas
12086,Miami-Dade County,378533576404.009,384099436258.0236,392983618019.3684,397498137920.69635,405055694750.2667,410968008521.21173,418754340923.7237,424053867286.63477,424746749141.53894,425073109866.1707,12086,Florida
31057,Dundy County,303192624.9751693,298279127.291377,301842918.898781,297777998.1832957,286462301.0481264,273480227.5936794,280910291.9079007,278660464.62772006,275982894.6549887,264874739.59801355,31057,Nebraska
48289,Leon County,2525044953.9142213,2540353964.163251,2553386713.1301126,2531493774.8370204,2572471442.0478554,2630972494.6130924,2675336113.408578,2693613633.1232505,2700376849.061851,2722906064.952054,48289,Texas
08097,Pitkin County,2590122653.796839,2591677295.782212,2637426858.816433,2659439308.583296,2723467673.732912,2771884340.69526,2795881781.3092556,2808953746.917562,2812397116.9603615,2779698463.3419414,08097,Colorado
38035,Grand Forks County,10115581034.654627,10061486310.971376,10307806035.885508,10525347943.970385,10727190536.94122,10869989249.531378,10961567553.502481,11016543741.527403,11007242944.133635,10865809533.267359,38035,North Dakota
18091,LaPorte County,16829455571.268621,16803409723.023386,16976414474.537605,16971518103.108624,17180818683.635212,17124961031.268621,17144238203.030249,17166922465.30456,17206845089.030792,17192294970.43503,18091,Indiana
18057,Hamilton County,41748325924.93002,42774675982.946815,44193067317.92072,45216256258.15694,46555428777.74736,47654779455.51603,49136280749.88353,50470364455.20109,51678109929.92288,52882797168.496254,18057,Indiana
51595,Emporia city,894025663.58465,881704647.0186908,886615910.8431604,867135623.3542211,860617015.0114672,858758816.3647856,852063443.5611738,854423309.0968848,839056839.0219413,836397139.9237924,51595,Virginia
40081,Lincoln County,5187492940.063205,5170674709.635035,5209573894.849299,5214542080.718736,5309009054.368578,5396676491.181941,5424088427.1386,5463964388.025643,5450349263.659775,5456607379.184831,40081,Oklahoma
20071,Greeley County,190099359.9819413,189443474.06410834,193399101.1438375,195421571.1862754,200200706.36857787,201170201.3146727,198628152.1408578,191608373.32225734,192280599.5073589,192749958.17173815,20071,Kansas
13145,Harris County,4854252838.808126,4876773160.628803,4967672495.469074,4955147742.659323,5033771524.10763,5122732737.778781,5231370901.294807,5304863797.453002,5407011813.648759,5512773966.022212,13145,Georgia
13251,Screven County,2189539967.5124154,2174448799.9151244,2160945161.676569,2154511398.620316,2153003295.3708353,2172236451.8302484,2178065790.468623,2181147192.565598,2184082318.244695,2185021035.5734534,13251,Georgia
48433,Stonewall County,225884545.30022573,220841276.93688488,221463324.02275395,215984246.25264108,213424408.93977425,216003027.2180587,217915459.00496614,215051485.88207674,211524304.74690744,211211398.9706546,48433,Texas
39069,Henry County,4253605297.8961625,4226929211.74754,4243798572.7335443,4238043489.23377,4243424649.5035663,4246050923.4474044,4243518595.69842,4247735708.422212,4238465192.2325964,4225166696.741851,39069,Ohio
33009,Grafton County,13457947541.851015,13476299275.336523,13668649248.586184,13692304536.413904,13827995025.903387,13819094958.051468,13999473927.39684,14042893285.583025,14033980517.827177,14062924302.130566,33009,New Hampshire
29145,Newton County,8784281545.408579,8840141969.415442,8943488244.299051,8891909963.142933,8937839062.278286,8982821170.53183,9049168860.807224,9094521086.456343,9098987067.655802,9111190392.92966,29145,Missouri
18129,Posey County,3904812985.3002257,3878685311.61535,3907027898.1865463,3893352128.67684,3936819266.6318736,3957428852.7440186,3987961779.7489843,3996112966.9468174,3997997103.182303,3978127586.3902483,18129,Indiana
48311,McMullen County,107355555.95485327,105212829.81887135,111341753.81309254,115760244.8180587,122857422.7254176,127933123.4167043,125367494.61670429,119559874.05507901,114367061.22040632,116244495.87792324,48311,Texas
17035,Cumberland County,1668918368.4514675,1672536806.8767493,1670126307.1963882,1660854880.9159367,1679563990.5253274,1677963430.3205416,1690439120.9607222,1700407097.6722348,1690317003.3177428,1684371793.5689392,17035,Illinois
13297,Walton County,12682148882.925508,12774981043.860949,12960637712.695257,13105430558.408669,13458346409.843433,13648208442.956207,13965565597.58736,14268416028.408487,14581722079.157743,14799348046.541578,13297,Georgia
27121,Pope County,1656989973.3453724,1647026092.0426185,1660974930.1706548,1657046978.1258688,1679871518.4920993,1689706084.1607225,1706304486.2844245,1717286138.7153046,1735844793.7625282,1759938538.5339954,27121,Minnesota
51157,Rappahannock County,1132442573.3634312,1128509491.7157562,1130042539.727675,1131404076.984921,1128012582.119729,1143363663.3860044,1147905844.0090294,1155432874.3649662,1149146463.2884877,1153057785.4916477,51157,Virginia
51009,Amherst County,4890189016.469526,4853677661.40027,4976823872.494807,4922399778.664741,4944742177.727134,4918935890.210383,4959793177.22438,4979785969.95684,4957053307.397201,4944693529.235213,51009,Virginia
06111,Ventura County,124583329327.2596,125304253686.96596,127130319549.68994,127661616514.24796,129514941914.08145,130683685570.16344,131794989629.1684,132694893734.92876,132694265441.31033,132360082072.27231,06111,California
17033,Crawford County,2989799386.0225735,2985206488.519368,2987619553.0011735,2960263628.998646,2965338419.599097,2975063153.851016,2976000340.5724607,2965553738.817156,2946007883.420316,2920506062.655711,17033,Illinois
08093,Park County,2458004353.571106,2423517909.242438,2447840831.433318,2465083950.1782393,2518807811.84614,2584310896.4586906,2697578733.421219,2796607040.969391,2898289752.541761,2948354676.7422123,08093,Colorado
06037,Los Angeles County,1483234930536.271,1490864590925.6038,1515372708617.4717,1522016308132.282,1543801464202.289,1558283538450.2463,1571870090928.0217,1579082894965.9036,1576091688413.979,1570647284360.0679,06037,California
04027,Yuma County,29764667621.255077,30619046790.946457,30882084388.090294,30831827310.620316,31376155865.847767,31703002248.04334,32235778110.208576,32743307887.133907,33107308562.206047,33447593593.880997,04027,Arizona
13129,Gordon County,8343383903.512416,8380798151.4257345,8493545540.533814,8493298699.078647,8585565776.340947,8702542564.399097,8855518078.179684,8934013909.130114,9016067036.948805,9068478754.471151,13129,Georgia
19025,Calhoun County,1534082206.0496614,1519170615.9212642,1511960007.6016254,1507624872.6436117,1513806416.4352143,1514338819.5738149,1526030384.2239277,1520520280.6298873,1519313996.5955756,1512586522.4061399,19025,Iowa
12055,Highlands County,14893129763.16027,14865199199.530836,14981109237.026815,14938707277.658873,15158668538.12587,15472027994.660044,15871742578.39097,16230760837.08244,16417070909.768667,16618582229.675486,12055,Florida
51580,Covington city,896894518.1038375,892724068.2192324,891039076.4055983,887545982.3089843,887525712.104018,874982219.6966139,876794748.330474,871458637.5570202,872694209.9691197,866436094.4440632,51580,Virginia
50017,Orange County,4370322379.124153,4380295402.703025,4410353634.601896,4394015187.514943,4439935020.27088,4463290019.490745,4496431184.093905,4526708747.884064,4519611032.195756,4520236843.748262,50017,Vermont
20113,McPherson County,4398104970.257336,4400824735.35061,4456873134.482709,4480378422.793679,4443164063.921987,4426362463.335441,4421926184.191422,4483417133.35693,4463287992.470248,4465478332.904017,20113,Kansas
04021,Pinal County,57240291320.88488,57065657672.24668,58302050324.39513,58702324779.46077,60786285440.12207,62670852562.25011,64891366230.30609,67448022858.43937,69904089132.2091,72404675643.13354,04021,Arizona
39051,Fulton County,6436652594.654628,6394736168.747269,6456296491.65508,6427587593.522709,6520054187.51675,6535868422.2826185,6580393582.201354,6605487682.271784,6612794222.439007,6590734365.213182,39051,Ohio
08003,Alamosa County,2342646203.4311514,2371288871.771377,2391559862.7250566,2404614453.8719635,2429932229.4490294,2455759738.6293454,2496928524.9155755,2517477714.090474,2542046526.2779236,2539699732.9560266,08003,Colorado
12017,Citrus County,21316042054.591423,21097512118.801624,21228144240.693455,21145893457.69246,21346746285.512238,21675548411.54492,22212133624.37201,22726534752.574265,23105275424.284607,23414269878.334267,12017,Florida
47041,DeKalb County,2822801854.537246,2830934591.7117834,2877955551.642799,2916853537.1918736,2956420108.562709,2980779972.167946,3024374150.530022,3106368701.5931377,3149865996.6490293,3205719677.7101583,47041,Tennessee
42031,Clarion County,6028067314.1851015,6022642014.509796,6018708146.874582,5951599744.764244,5983110357.532822,6006676456.458691,6002396547.467268,6094896690.718917,6050346089.624559,6013736113.802979,42031,Pennsylvania
46097,Miner County,358455822.55530477,350961017.6884875,350497740.08559823,352154850.02546275,350735646.1034763,341000487.17471784,346704895.1620768,343832317.54401803,344822165.4306095,346699600.0881264,46097,South Dakota
46073,Jerauld County,315724989.4537246,313072322.8756659,313282140.180948,315294351.0176072,313678526.1074492,311798361.1774267,312329936.9607224,316325732.1404966,316973551.34410834,314939663.798465,46073,South Dakota
18031,Decatur County,3895300467.683973,3909932163.512777,3972155198.019684,3996165504.008669,4061829385.124695,4069602098.6383743,4131994410.040632,4160371042.282618,4181203435.17833,4155232255.7493453,18031,Indiana
18037,Dubois County,6327334138.239278,6364395022.7019415,6418623322.899142,6439163618.004516,6503755205.277833,6538340559.933184,6602791745.011288,6648154147.130655,6676470547.906456,6686170626.970293,18037,Indiana
51057,Essex County,1682960656.361174,1685971443.6828892,1698343053.0257337,1700000121.597833,1702321060.066456,1714427460.6663659,1722947565.5945823,1714316677.7910612,1704710669.0253725,1713628483.648578,51057,Virginia
45089,Williamsburg County,5186134008.975168,5148786818.2093,5118822739.344109,5037703075.147991,5033156468.174086,5024465266.168848,4963681747.156659,4878668011.115485,4788397093.99693,4751161306.622844,45089,South Carolina
36031,Essex County,5943058625.011288,5927995752.965418,5929329697.92325,5879554223.976163,5892697135.301851,5865919118.979684,5859452716.7566595,5858746403.533002,5833815292.457607,5770764778.542664,36031,New York
19195,Worth County,1144974937.8419864,1141340324.6204965,1143312036.4149888,1140695359.7926862,1161994422.448036,1159278049.5115123,1162060238.5625284,1165122694.2230248,1159785259.6810834,1154778767.2610383,19195,Iowa
40063,Hughes County,2118422573.9051917,2075877813.0116477,2083616025.8091197,2078048710.5957563,2104106348.6540859,2100080934.154402,2086917711.2559822,2073152587.3733635,2081605676.521896,2077537901.4306095,40063,Oklahoma
51027,Buchanan County,3636499591.58465,3596256036.7357106,3633401725.1171103,3598468136.6139956,3559943743.352777,3515379739.102483,3454916613.432054,3376433358.2822576,3343241766.3732734,3286136462.207133,51027,Virginia
51005,Alleghany County,2446528935.4943566,2439820614.580226,2445552987.1768847,2425329445.049932,2399486960.7386007,2383295203.7471786,2393337021.9196386,2364316045.3663206,2344602981.4623923,2324889917.5584655,51005,Virginia
28087,Lowndes County,9028738148.911964,8998942395.48352,9090977937.363792,9108960422.176794,9195701262.416615,9223700082.85869,9262418035.893454,9243931857.170925,9193171706.307901,9167356979.767044,28087,Mississippi
18143,Scott County,3649635925.435666,3608784967.6897516,3618301953.02465,3618269231.1223474,3634365511.3116026,3655673550.772009,3684342239.4365687,3718546514.2385554,3721075491.1985555,3734999798.241806,18143,Indiana
08099,Prowers County,1894198944.3792324,1887189093.8242886,1894487567.2772913,1876077546.6105642,1854701167.6019864,1844214687.3209932,1855003400.4948082,1875136429.951422,1889794435.6789165,1904344554.2746727,08099,Colorado
48435,Sutton County,613330897.7336342,601841538.72,597279873.8795487,606522756.4019865,610289250.0590519,604901181.3724605,604439310.2735893,592641885.5122347,587011236.2502935,590766105.5653273,48435,Texas
40101,Muskogee County,10739934373.435665,10681743868.684063,10757291170.799458,10688326183.385283,10721193741.589165,10710381862.466816,10734319526.660046,10788051537.777699,10689487128.348894,10638327033.931557,40101,Oklahoma
29043,Christian County,11753394980.42438,11872143260.293272,12149673185.264832,12279877233.521988,12580969120.64289,12836111224.745825,13094214847.162077,13345695118.053995,13618285194.075306,13860943623.559368,29043,Missouri
28073,Lamar County,8471274418.130926,8660812210.699774,8868141906.787178,9012544323.53228,9249364892.618328,9419771500.269073,9544728212.976974,9617302496.540318,9799739553.573997,9910195292.59124,28073,Mississippi
18137,Ripley County,4350844366.862303,4323990688.897517,4338820370.850744,4309936693.910249,4357671289.1593685,4383718088.863206,4414460129.921445,4442938692.336976,4451084667.196388,4431371603.29246,18137,Indiana
38057,Mercer County,1271204536.6862302,1271761967.3227992,1292632004.8848758,1308243082.555666,1339591823.2588713,1357512587.3661401,1340156741.4609482,1321722686.1226187,1293239573.252912,1280879795.0909252,38057,North Dakota
13147,Hart County,3811046740.2257338,3836720940.4680815,3891318034.29237,3877358936.958555,3899762146.6358466,3926063606.302483,3961830589.8040633,4018149492.753048,4078883246.3436575,4099847933.352596,13147,Georgia
22049,Jackson Parish,2462232139.1783295,2468048446.970655,2480633265.775531,2456858880.151693,2458532330.358826,2463948694.59684,2472352762.943567,2484657356.5067267,2489478355.867449,2463194270.6622124,22049,Louisiana
51133,Northumberland County,1865510399.187359,1879490594.0814445,1894640090.2277203,1873183540.490113,1884531380.3788717,1891339811.284876,1893889099.817607,1917802894.8102937,1903718742.722167,1892297681.8889391,51133,Virginia
48157,Fort Bend County,89123683500.73138,91485951924.454,95299999978.7832,99286800399.89091,105181945307.22961,110524793607.23973,115748728032.21669,119983725530.16054,123297548527.54997,126990931857.55017,48157,Texas
55047,Green Lake County,2871119404.3340855,2876370835.2920995,2897631012.2481265,2875728187.059142,2883228452.470971,2889001861.8907447,2892473858.4270883,2925700447.465462,2948980488.294718,2958993473.134808,55047,Wisconsin
30073,Pondera County,930112833.5891649,934839390.3418511,938016145.1376976,946796949.7224377,943803330.0232958,941729936.2618511,938700781.6523703,932723305.0466818,932459213.2334086,924793021.7152146,30073,Montana
55127,Walworth County,15430964489.336346,15494060962.838465,15690188433.570744,15657030059.977247,15863983929.91747,15833269108.848759,15962890657.603611,16074160845.182844,16200696565.489843,16250448583.91404,55127,Wisconsin
32021,Mineral County,722649354.1489842,698601113.9192778,710299380.1473589,693495256.1271331,687171241.7520542,682928025.9683974,680655280.9462754,696260443.0266366,710921923.6464108,704820261.0094808,32021,Nevada
17057,Fulton County,5598192113.336343,5571600500.164333,5580357187.341941,5532578121.745193,5534734581.979233,5517965744.662754,5517569648.31061,5486313488.666003,5449254093.44289,5372592178.260948,17057,Illinois
36103,Suffolk County,225633747018.3115,226259209344.14304,228324111378.94644,228069920443.86963,229957881253.35443,230521737131.21985,231199747150.41803,231830190403.3907,231680130324.23294,231018491060.34637,36103,New York
18161,Union County,1138029290.0586908,1131528511.222754,1121348731.553228,1112973827.4809933,1113405003.6980586,1110144313.7065463,1110420029.861851,1118861618.7716477,1099707350.6405418,1103618672.843702,18161,Indiana
29119,McDonald County,3483695340.3521442,3455418776.7342663,3502842079.549978,3446761289.4576974,3508894100.8686233,3504718645.484424,3531599212.496614,3551162690.5614443,3592627670.046772,3572914606.142844,29119,Missouri
31157,Scotts Bluff County,5595323258.817156,5578544245.030429,5628859485.57833,5613305660.894628,5602698262.635847,5600164321.544018,5664868677.345372,5651353001.087133,5620570005.941309,5572538969.286501,31157,Nebraska
35047,San Miguel County,4438117941.182844,4430713028.469887,4437045150.926953,4389598020.278465,4381197178.617426,4359460238.167043,4355976038.139955,4331505763.9693,4299325365.71377,4267565429.424109,35047,New Mexico
01081,Lee County,21258815956.55079,21756564077.179234,22659877176.369484,23122956586.295624,23758226836.95494,24250743300.417152,24757435959.245148,25231040611.048306,25604453859.21589,25743071118.095894,01081,Alabama
48367,Parker County,17713817724.893906,17860519403.398643,18223747163.145103,18245185428.330475,18781809278.650295,19412460901.056435,20059887938.253727,20864526465.65634,21601450263.61354,22353675749.725327,48367,Texas
